Lista Strazi
"Zona Verde: 16 Decembrie 1989, Blvd., Bratianu, Ion C. - tarif progresiv, Bratianu, Ionel I.C., Piata, Brediceanu, Coriolan, Cartan, Badea (Piata), Eminescu, Mihai, Blvd., Ferdinand I, Regele, Blvd., Foch, Ferdinand, Maresal - tarif progresiv, Hector, Huniade, Iancu, Piata (Parcare Modex) - tarif progresiv, Lenau, Nikolaus (Parcare Hotel Central) - tarif progresiv, Luther, Martin, Mihai I, Regele (Blvd. Republicii) - tarif progresiv, Mihai I, Regele (Dima Gheorghe), Nemoianu, Iosif, Dr., Nera, Oituz, Paris, Proclamatia de la Timisoara - tarif progresiv, Sfantul Gheorghe, Piata - tarif progresiv, Telbisz, Carol - tarif progresiv, Tepes, Voda, Piata, Timisoara 700, Piata"
"Zona Rosie: 13 Calarasi, Regimentul, 20 Decembrie 1989, Blvd., Andrasiu, Gheorghe, Banciu, Leontina, Martir, Beethoven, Ludwig van, Bejan, Silviu, Borza, Alexandru, Academician, Braniste, Valeriu, Brasey, Rene, Brediceanu, Coriolan, Bucuresti, Cartan, Badea, Chinezu, Paul, Cicio-Pop, Stefan, Coanda, Henri, Corvin, Matei, Cosbuc, George, Cosma, Aurel, Dr., Craiului, Piatra, Cristea, Miron, Patriarh, Doinei, Intrarea, Draghici, Meletie, Protopop, Eminescu, Mihai, Blvd., Enescu, Colonel, Enescu, George, Gabor, Liviu, Dr., Goldis, Vasile, Grozavescu, Traian, Heine, Henrich, Huniade, Iancu, Piata, Ionescu, Take, Blvd., Iorga, Nicolae, Loga, Constantin, Diaconovici, Blvd., Marasti, Piata, Medicinei, Mihai I, Regele (Sfantul Ioan), Mocioni, Andrei, Murgu, Eftimie, Piata, Petrescu, Camil, Popovici, Aurel, Revolutiei din 1989, Blvd., Robespierre, Maximilien de, Sapca, Popa, Semenic, Spiru, Haret, Splaiul, Zurobara"
"Zona Galbena: 1 Decembrie 1918, Blvd., 16 Decembrie 1989, Blvd., 3 August 1919, Blvd., Abrud, Adamachi, Vasile, Piata, Alexandru Vaida Voievod, Amforei, Andronescu, Plautius, Arges, Balcescu, Nicolae, Piata, Baran, Coriolan, Barbu, Filaret, Barbu, Iscovescu, Bartok, Bela, Berthelot, Henri, General, Bisericii, Piata, Brancoveanu, Constantin, Brandusei, Brasov, Burebista, Candea, Aurel, Caragiale, Ioan Luca, Carol I, Regele, Catargiu, Lascar, Cetatii, Blvd., Charles, Darwin, Cipariu, Timotei, Circumvalatiunii, Consiliul Europei, Piata, Coposu, Corneliu, Blvd., Coposu, Corneliu, Nr. 1, Corbului, Cosminului, Costin, Miron, Cozia, Crucii, Piata, Curea, Ioan, Dacilor, Daliei, Delfinului, Diaconu Coresi, Dimitri Ivanovici Mendeleev, Dinu Lipatti, Dragalina, Ion, General, Blvd., Dropiei, Endre, Ady, Eneas, Eroilor de la Tisa, Feldioara, Garii, Gheorghe Cucu, Ghica, Ion, Ghirlandei, Glad, Gojdu, Emanoil, Independentei, Ioan V. Avram, Martir, Aleea, Labirint, Lalescu, Traian, Lazar, Gheorghe, Lazarescu, Vasile, Mitropolit, Dr., Libelulei, Aleea, Lintia, Dionisie, Prof., Lonovici, Ioseph, Episcop, Madgearu, Virgil, Maniu, Iuliu, Marinescu, Gheorghe, Dr., Mehadia, Memorandului, Miclosi, Corneliu, Academician, Mihai Viteazu, Blvd., Milcov, Miorita, Mocioni, Alexandru, Piata, Motilor, Muhle, Wilhelm, Muresanu, Andrei, Nera, Nicolint, Nischbach, Joseph, Episcop, Nistrului, Splaiul, Odobescu, Alexandru, Odobescu, Zona, Ofcea, Onitiu, Virgil, Parvan, Vasile, Pavel Rotariu, Perlea, Ionel, Aleea, Pestalozzi, J.H., Petriceicu Hasdeu Bogdan, Plevnei, Piata, Popovici, George, Protopop, Porumbescu, Ciprian, Putna, Radulescu, Ion Heliade, Ramneantu, Petre, Remus, Republicii, Blvd., Romanilor, Piata, Romulus, Rosalia, Sfanta, Rusu Sirianu, Ioan, Salcamilor, Salceanu, Cornelia, Seiler, Anton, Sever, Axente, Piata, Sever, Bocu, Sextil Puscariu, Academician, Socrate, Stelelor, Teiului, Timis, Titel, Sorin, Titulescu, Nicolae, Splai, Torontalului, Calea, Traian, Piata, Treboniu, Laurian, Ulmului, Ulpia Traiana, Umbroasa, Intrarea, Vacarescu, Iancu, Varadia, Varlaam, Mitropolit, Vidu, Ion, Vladimirescu, Tudor, Splai, Zaicu, Ion, Pictor, Zanelor, Intrarea, Zlatna, Zugrav, Nedelcu"
"Zona Albastra: 1 Decembrie 1918, Blvd., 16 Decembrie 1989, Blvd., Aradului, Calea, Arenei, Intrarea, Aries, Astrilor, Averescu, Alexandru, Maresal, Azuga, Azurului, Aleea, Baba Dochia, Babac, Nicolae, Aleea, Balmus, Vasile, Martir, Barnutiu, Simion, Batania, Boboc, Nicolae, Aleea, Bran, Brediceanu, Tiberiu, Aleea, Bucovinei, Budai Deleanu, Bulbuca, Losif, Dr., Blvd., Calea Urseni, Casa Tineretului (Parcare), Cetinei, Aleea, Clabucet, Cocea, Nicolae D., Constantin Brailoiu, Constantin Radulescu Motru, Cornel Lazar, Cristalului, Aleea, Crivaia, Crizantemelor, Damsescu, Capitan, Dan Carpin, Martir, Duiliu, Marcu, Arhitect, Dunarea, Eneas, Eugen Pop, F.C. Ripensia, Aleea, Feleacul, Ferkel-Suteu, Alexandru, Martir, Filateliei, Fructelor, Frunzei, Gavril Musicescu, Gheorghe Nutu Iotcovici, Martir, Gorunului, Aleea, Hebe, Herman, Sporer, Martir, Holdelor, Icar, Aleea, Iliesu, Nicolae, Intrarea Muntilor, Intrarea Sunetului, Intrarea Vantului, Iorgovanului, Intrarea, Ipatescu, Ana, Istvan, Andrei, Martir, Aleea, Izlaz, Juganaru, Dumitru, Martir, Kiriac, Dumitru, Kodaly, Zoltan, Intrarea, Lacului, Lalelelor, Liege, Luceafarul, Lunei, Macin, Macin (locuri autocar), Magura, Mangalia, Martir Ioan Stanciu, Matei Millo, Meziad, Miletici, Alexandru, Miloia, Ioachim, Muresan, Ioan, Dr., Nagy, Eugen, Martir, Aleea, Nicoara, Elena, Martir, Oglinzilor, Orion, Padurarilor, Intrarea, Petroiu, Deliu, Platanilor, Podeanu, Aurel, Prof., Dr., Pogonici, Prezan, Constantin, Maresal, Rares, Petru, Piata, Rebreanu, Liviu, Blvd., Recoltei, Retezat, Sagului, Calea, Salcamilor, Sanatatii, Aleea, Siemens, Silistra, Sirius, Spitalul Judetean (Parcare), Steaua, Zona (Intrarea Timotei Popovici), Stejarul – Bradul, Strandului, Strandului (locuri autocar), Sudului, Blvd., Surorile Martir Caceu, Torontalului, Calea, Transilvania, Uranus, Vega, Intrarea, Versului, Veveritei, Vidrighin, Stan, Calea, Vlaicu, Aurel, Piata, Vlasiei, Aleea, Vulturilor, Zavoi"
